id,issn,title,author,page,volume,number,publish_date,link
12570,86310410,xxxxx 小议,卢康适，蒋天路，,643-675,657,9,1999-11-27,www.xxxxx.com
12571,46854266,xxxx 对 yyy 有重大影响,卢康适，,943-946,208,4,2009-12-19,www.xxxxx.com
12572,19012303,xxx 在 zzz 时促进了 yyy,卢康适，,681-704,159,2,2004-07-08,www.xxxxx.com
12573,97557353,xxxx 对 yyy 有重大影响,卢康适，钱囡囡，姜永康，,147-155,156,6,2012-03-22,www.xxxxx.com
12574,12183892,论 xxxx,卢康适，程鹏运，袁千秋，傅致萱，,816-857,838,11,2013-01-20,www.xxxxx.com
12575,67624666,xxx has facilitated yyy,卢康适，,454-502,134,10,2004-05-08,www.xxxxx.com
12576,54663096,xxx has facilitated yyy,卢康适，戴晏如，徐文曜，陆博达，,186-231,221,12,1999-04-23,www.xxxxx.com
12577,99917471,xxx has facilitated yyy,卢康适，卢燕楠，,328-345,682,3,2019-05-27,www.xxxxx.com
12578,59785575,xxxxx 浅析,卢康适，高旦娅，顾嘉颖，,487-502,182,10,2013-11-03,www.xxxxx.com
12579,64932775,论 xxxxx 在 xxxxx 中的应用,卢康适，白峻熙，邱宾实，董鸿云，,779-814,925,11,2004-02-02,www.xxxxx.com
12580,23953375,xxx 在 zzz 时促进了 yyy,卢康适，高紫山，,919-928,589,9,2001-03-15,www.xxxxx.com
12581,26988107,xxx improves yyy,卢康适，崔彭祖，孔咏思，,280-299,723,2,2005-12-01,www.xxxxx.com
12582,66914660,xxxxx 浅析,卢康适，任明熙，吴宏深，郑英叡，,458-485,184,9,2003-01-06,www.xxxxx.com
12583,23953375,论 xxxxx 在 xxxxx 中的应用,卢康适，文鹏程，廖嘉茂，,33-67,94,4,2011-04-18,www.xxxxx.com
12584,86310410,xxxxx 小议,卢康适，钱囡囡，罗妍茜，汤冷亦，,788-829,914,2,2019-12-11,www.xxxxx.com
12585,99917471,xxxx 对 yyy 有重大影响,卢康适，,606-619,264,9,1993-12-10,www.xxxxx.com
12586,58698718,xxx 在 zzz 时促进了 yyy,卢康适，,663-681,65,6,2007-06-23,www.xxxxx.com
12587,99612153,论 xxxx,卢康适，杜秀华，,187-230,637,4,2019-11-10,www.xxxxx.com
12588,67624666,xxxxx 刍议,卢康适，,821-845,757,6,2012-07-15,www.xxxxx.com
12589,66521703,xxxx 对 yyy 有重大影响,卢康适，吴俊彦，田彦慧，,568-572,682,5,2021-07-06,www.xxxxx.com
12590,68630103,xxx improves yyy,卢康适，,564-594,477,12,2013-11-03,www.xxxxx.com
12591,09987703,论 xxxx,卢康适，龚自怡，,136-145,962,11,1995-11-24,www.xxxxx.com
12592,12183892,xxx 在 zzz 时促进了 yyy,卢康适，崔锐逸，常温瑜，,265-312,489,4,2011-04-22,www.xxxxx.com
12593,99612153,xxx has facilitated yyy,卢康适，,630-656,335,8,2000-06-16,www.xxxxx.com
12594,19163613,xxx has facilitated yyy,卢康适，陆永怡，刘亦瑶，,660-668,38,3,2016-11-22,www.xxxxx.com
12595,67624666,论 xxxxx 在 xxxxx 中的应用,卢康适，魏睿慈，,309-324,775,9,1998-12-18,www.xxxxx.com
12596,23176989,论 xxxx,卢康适，易俊人，,243-272,664,11,2004-09-13,www.xxxxx.com
12597,43545801,xxxxx 小议,卢康适，卢宏浚，,171-197,341,9,2011-10-24,www.xxxxx.com
12598,85118632,xxxxx 小议,卢康适，宋暄妍，,666-684,62,5,1999-11-17,www.xxxxx.com
12599,68630103,xxxxx 刍议,卢康适，袁千秋，孙博简，钱代双，,828-865,334,12,2013-06-25,www.xxxxx.com
12600,58698718,xxx improves yyy,邱宾实，崔情文，吴俊彦，,621-645,88,4,1992-06-08,www.xxxxx.com
12601,66521703,xxxxx 小议,邱宾实，张正豪，蔡冰巧，顾彬炳，,444-462,637,3,2005-03-08,www.xxxxx.com
12602,66041915,xxxxx 小议,邱宾实，高俊发，,732-747,583,1,2001-04-27,www.xxxxx.com
12603,99612153,论 xxxx,邱宾实，,870-909,886,10,2008-01-20,www.xxxxx.com
12604,66914660,论 xxxx,邱宾实，冯晏如，陈浩荡，潘津文，,415-420,905,12,1997-12-13,www.xxxxx.com
12605,12183892,xxx has facilitated yyy,邱宾实，武和通，顾文敏，任星纬，,519-552,817,9,2021-01-15,www.xxxxx.com
12606,66521703,xxx has facilitated yyy,邱宾实，魏紫易，白心宜，,829-876,865,5,2002-04-22,www.xxxxx.com
12607,07473169,xxxx 对 yyy 有重大影响,邱宾实，孔悠柔，蔡冰巧，卢蝶梦，,177-217,831,3,2018-08-21,www.xxxxx.com
12608,62519347,xxx 在 zzz 时促进了 yyy,邱宾实，李正志，田宾鸿，,188-209,110,5,2023-01-24,www.xxxxx.com
12609,25504359,xxxxx 小议,邱宾实，尹昊焱，,338-361,241,10,2020-03-12,www.xxxxx.com
12610,70754113,xxxx 对 yyy 有重大影响,邱宾实，,677-717,234,12,2008-08-26,www.xxxxx.com
12611,45500799,xxx improves yyy,邱宾实，侯依辰，杜元良，,255-289,916,12,2019-09-05,www.xxxxx.com
12612,23176989,xxx has facilitated yyy,邱宾实，王莉娜，,792-812,574,8,2005-11-21,www.xxxxx.com
12613,23176989,xxxx 对 yyy 有重大影响,邱宾实，顾文敏，曾婉仪，廖心思，,255-292,123,4,1992-11-03,www.xxxxx.com
12614,62519347,论 xxxx,邱宾实，贺勇捷，,344-381,323,6,2005-11-28,www.xxxxx.com
12615,67624666,xxxx 对 yyy 有重大影响,邱宾实，,890-921,144,12,2001-02-10,www.xxxxx.com
12616,68630103,论 xxxxx 在 xxxxx 中的应用,邱宾实，,139-183,408,9,1990-11-03,www.xxxxx.com
12617,85118632,xxx has facilitated yyy,邱宾实，,586-597,665,6,1994-12-04,www.xxxxx.com
12618,99612153,xxxx 对 yyy 有重大影响,邱宾实，周幻丝，,317-322,788,11,1999-09-04,www.xxxxx.com
12619,99612153,xxx 在 zzz 时促进了 yyy,邱宾实，,113-134,595,5,2008-10-22,www.xxxxx.com
12620,57060012,xxxxx 小议,邱宾实，黄以彤，郭炜婷，,664-675,779,10,1994-07-03,www.xxxxx.com
12621,74407979,xxx improves yyy,邱宾实，陆永怡，魏合乐，汪温凉，,464-488,698,1,2004-04-12,www.xxxxx.com
12622,46854266,xxxx 对 yyy 有重大影响,邱宾实，卢宏浚，赖俊贤，方阳伯，,342-390,85,11,2016-04-06,www.xxxxx.com
12623,64932775,xxxx 对 yyy 有重大影响,邱宾实，方阳伯，顾文敏，,865-883,859,12,1999-04-16,www.xxxxx.com
12624,70754113,xxx has facilitated yyy,邱宾实，何建茗，汤天赋，,962-985,551,11,2022-02-27,www.xxxxx.com
12625,66914660,xxx has facilitated yyy,邱宾实，,535-582,872,11,2015-11-10,www.xxxxx.com
12626,98332250,xxxx 对 yyy 有重大影响,邱宾实，,507-530,905,8,2012-02-12,www.xxxxx.com
12627,33536340,xxx has facilitated yyy,邱宾实，卢燕楠，文高扬，,684-693,860,4,2014-07-09,www.xxxxx.com
12628,45683228,xxx improves yyy,邱宾实，贺蝾婷，顾彬炳，陆乐生，,946-994,262,10,2004-05-06,www.xxxxx.com
12629,99917471,xxxxx 刍议,邱宾实，崔情文，姜淑婉，高丝柳，,147-192,778,1,2000-12-25,www.xxxxx.com
12630,70754113,xxxxx 浅析,邱宾实，袁雅逸，,183-201,48,1,2002-01-26,www.xxxxx.com
12631,68630103,xxxx 对 yyy 有重大影响,邱宾实，陈弘文，石曼易，,953-956,353,1,2002-11-26,www.xxxxx.com
12632,21626833,论 xxxxx 在 xxxxx 中的应用,邱宾实，于梓云，文语兰，傅平安，,775-816,348,9,2013-10-22,www.xxxxx.com
12633,33536340,论 xxxx,邱宾实，贺蝾婷，,993-1038,35,6,1992-10-20,www.xxxxx.com
12634,54663096,论 xxxxx 在 xxxxx 中的应用,邱宾实，金冰蓝，,560-569,325,2,2005-12-23,www.xxxxx.com
12635,45500799,xxxx 对 yyy 有重大影响,邱宾实，彭映雪，蔡娅思，,325-350,747,5,2007-11-21,www.xxxxx.com
12636,99917471,论 xxxx,邱宾实，宋水香，,971-984,443,9,1992-10-09,www.xxxxx.com
12637,93221432,xxx has facilitated yyy,邱宾实，文语兰，刘柔丽，,872-895,193,12,2023-06-16,www.xxxxx.com
12638,43545801,xxxx 对 yyy 有重大影响,邱宾实，龙俊发，,284-302,710,9,2007-10-02,www.xxxxx.com
12639,19012303,xxxxx 小议,邱宾实，许淑然，江忠燕，,33-64,520,2,2009-10-07,www.xxxxx.com
12640,64932775,论 xxxxx 在 xxxxx 中的应用,王俊晤，,877-887,944,3,1997-06-17,www.xxxxx.com
12641,33536340,xxx 在 zzz 时促进了 yyy,王俊晤，黎纪颖，,567-616,586,12,1990-06-28,www.xxxxx.com
12642,19163613,xxxx 对 yyy 有重大影响,王俊晤，张子实，,890-935,153,6,2017-08-25,www.xxxxx.com
12643,40863783,xxx has facilitated yyy,王俊晤，常景明，彭桂枫，,437-466,508,4,2001-08-10,www.xxxxx.com
12644,21626833,xxxxx 小议,王俊晤，熊馨婷，魏紫易，,8-45,17,5,2014-08-04,www.xxxxx.com
12645,66521703,xxxx 对 yyy 有重大影响,王俊晤，,70-99,631,9,2004-06-27,www.xxxxx.com
12646,54663096,xxxxx 刍议,王俊晤，孔季同，姚德润，谢西华，,373-390,480,7,2014-12-21,www.xxxxx.com
12647,45500799,xxx 在 zzz 时促进了 yyy,王俊晤，,667-699,201,8,1994-05-10,www.xxxxx.com
12648,07473169,xxxxx 刍议,王俊晤，李正志，孟俊名，马阳阳，,120-168,130,8,2002-05-15,www.xxxxx.com
12649,67624666,xxx 在 zzz 时促进了 yyy,王俊晤，,60-88,76,8,1994-11-14,www.xxxxx.com
12650,64590580,xxxxx 浅析,王俊晤，朱水彤，郭子琪，袁千秋，,799-805,798,4,2023-09-03,www.xxxxx.com
12651,67624666,xxxxx 浅析,王俊晤，,498-510,581,4,2015-03-18,www.xxxxx.com
12652,96015863,论 xxxx,王俊晤，尹昊焱，,593-607,399,3,2002-08-02,www.xxxxx.com
12653,09987703,xxxxx 小议,王俊晤，黎乐和，姚飞鹏，,372-417,360,8,2006-11-24,www.xxxxx.com
12654,66041915,xxx has facilitated yyy,王俊晤，田彦慧，魏紫易，王俊晤，,810-827,973,3,1996-08-10,www.xxxxx.com
12655,25504359,xxxxx 刍议,王俊晤，黄莞尔，冯晏如，,4-33,44,6,1995-07-03,www.xxxxx.com
12656,97557353,xxxxx 小议,王俊晤，,138-153,886,4,2018-05-11,www.xxxxx.com
12657,59785575,论 xxxxx 在 xxxxx 中的应用,王俊晤，尹昊焱，汪温凉，侯依辰，,213-220,654,9,2016-10-11,www.xxxxx.com
12658,99917471,xxxxx 刍议,王俊晤，,765-814,805,10,2008-10-04,www.xxxxx.com
12659,85118632,xxxxx 小议,王俊晤，杜德容，李莉娉，秦光耀，,50-68,294,3,2008-02-24,www.xxxxx.com
12660,99917471,xxx 在 zzz 时促进了 yyy,王俊晤，,929-967,648,5,2000-01-04,www.xxxxx.com
12661,93221432,论 xxxx,王俊晤，李清逸，,316-335,948,11,2010-08-23,www.xxxxx.com
12662,66521703,xxxxx 小议,王俊晤，于滨海，何纪颖，陆生文，,220-270,105,12,2005-12-13,www.xxxxx.com
12663,68630103,xxxxx 浅析,王俊晤，,925-960,420,11,1997-01-08,www.xxxxx.com
12664,45500799,xxx 在 zzz 时促进了 yyy,王俊晤，武司晨，尹昊焱，杨美玲，,228-233,385,11,2007-01-16,www.xxxxx.com
12665,19163613,xxxx 对 yyy 有重大影响,王俊晤，贺勇捷，,780-791,35,10,2008-03-13,www.xxxxx.com
12666,93221432,xxxx 对 yyy 有重大影响,王俊晤，于滨海，程知睿，,719-735,454,3,2014-11-24,www.xxxxx.com
12667,19012303,论 xxxx,王俊晤，,305-346,314,1,2010-11-18,www.xxxxx.com
12668,85118632,xxx improves yyy,王俊晤，陆博达，陆博达，,986-1016,268,6,2020-04-26,www.xxxxx.com
12669,43545801,xxxx 对 yyy 有重大影响,王俊晤，贺勇捷，魏翰墨，蒋才艺，,354-397,125,1,2000-10-02,www.xxxxx.com
12670,59785575,论 xxxx,王俊晤，梁良弼，,747-784,658,2,2018-05-23,www.xxxxx.com
12671,25504359,xxxxx 浅析,王俊晤，郭妮娜，,422-468,897,8,2013-01-15,www.xxxxx.com
12672,98332250,xxx has facilitated yyy,王俊晤，黄以彤，姚韫玉，漕浩荡，,495-527,263,6,2021-06-08,www.xxxxx.com
12673,19012303,xxx improves yyy,王俊晤，,393-439,706,9,2019-07-27,www.xxxxx.com
12674,68630103,论 xxxx,王俊晤，,666-696,918,8,2010-07-20,www.xxxxx.com
12675,96015863,xxxxx 小议,王俊晤，崔锐逸，吴宏深，邓嘉德，,179-184,198,7,1997-02-22,www.xxxxx.com
12676,26988107,论 xxxx,王俊晤，,310-359,351,7,2018-05-16,www.xxxxx.com
12677,54663096,xxx improves yyy,王俊晤，钟凌春，,190-209,369,3,1992-01-11,www.xxxxx.com
12678,97557353,xxx improves yyy,王俊晤，黄莞尔，,148-186,919,6,2003-01-09,www.xxxxx.com
12679,45683228,xxxxx 浅析,王俊晤，漕亦绿，姜文轩，,349-377,807,11,1990-10-17,www.xxxxx.com
12680,68630103,xxxx 对 yyy 有重大影响,顾明亮，任明熙，,987-1032,790,4,2005-09-15,www.xxxxx.com
12681,26988107,xxxx 对 yyy 有重大影响,顾明亮，薛嘉祥，彭薇歌，,507-533,815,1,2023-10-24,www.xxxxx.com
12682,33536340,xxxx 对 yyy 有重大影响,顾明亮，赵星洲，廖真茹，,783-814,854,4,1995-02-28,www.xxxxx.com
12683,19012303,xxxxx 刍议,顾明亮，汤天赋，姜彬彬，孔冷菱，,716-737,422,5,2008-08-23,www.xxxxx.com
12684,09987703,xxxxx 刍议,顾明亮，夏和昶，蔡娅思，,951-961,216,12,1993-10-22,www.xxxxx.com
12685,26988107,xxx has facilitated yyy,顾明亮，,521-533,573,11,2003-05-03,www.xxxxx.com
12686,54663096,xxxx 对 yyy 有重大影响,顾明亮，潘云露，傅思远，,577-601,387,6,1992-12-25,www.xxxxx.com
12687,98332250,论 xxxxx 在 xxxxx 中的应用,顾明亮，,891-939,435,12,2003-08-05,www.xxxxx.com
12688,19163613,论 xxxxx 在 xxxxx 中的应用,顾明亮，潘津文，黄以彤，石莞尔，,320-358,353,7,1993-07-21,www.xxxxx.com
12689,97557353,xxxxx 浅析,顾明亮，漕玉轩，,726-738,127,8,2011-03-13,www.xxxxx.com
12690,67624666,论 xxxxx 在 xxxxx 中的应用,顾明亮，,123-126,346,7,2013-10-25,www.xxxxx.com
12691,64590580,xxx 在 zzz 时促进了 yyy,顾明亮，龚嘉许，程鹏运，,865-913,99,3,1995-06-11,www.xxxxx.com
12692,66041915,xxx has facilitated yyy,顾明亮，张子实，,599-618,258,1,1994-11-23,www.xxxxx.com
12693,25504359,xxx has facilitated yyy,顾明亮，,980-1023,607,5,2013-01-05,www.xxxxx.com
12694,40863783,xxxxx 小议,顾明亮，孔冷菱，石友儿，夏雪漫，,758-790,614,1,2023-08-24,www.xxxxx.com
12695,59785575,xxx has facilitated yyy,顾明亮，韩友琴，,542-576,914,5,2018-01-21,www.xxxxx.com
12696,85118632,xxx 在 zzz 时促进了 yyy,顾明亮，朱力夫，胡雅莉，,284-318,601,2,2003-04-14,www.xxxxx.com
12697,68630103,xxxxx 刍议,顾明亮，邵雅逸，魏翰墨，毛良骥，,23-63,752,7,2022-11-23,www.xxxxx.com
12698,45500799,xxxxx 刍议,顾明亮，邓艳霞，周幻丝，郭飞扬，,249-287,782,8,1998-04-12,www.xxxxx.com
12699,23953375,xxx 在 zzz 时促进了 yyy,顾明亮，孔冷菱，任影梅，陆项禹，,59-76,308,12,1995-08-15,www.xxxxx.com
12700,66914660,xxxxx 小议,顾明亮，熊鹏运，赖语风，贺勇捷，,960-993,569,9,2005-12-15,www.xxxxx.com
12701,64932775,论 xxxx,顾明亮，宋琼音，叶雨莹，漕晓洁，,164-185,974,3,1992-04-17,www.xxxxx.com
12702,98332250,xxx 在 zzz 时促进了 yyy,顾明亮，何文心，顾彬炳，黄以彤，,247-283,391,12,2018-11-22,www.xxxxx.com
12703,58698718,xxx has facilitated yyy,顾明亮，袁雅逸，,224-239,973,12,2022-01-09,www.xxxxx.com
12704,66041915,xxxx 对 yyy 有重大影响,顾明亮，金冰蓝，林如曼，,215-264,756,9,2016-01-11,www.xxxxx.com
12705,99917471,xxxxx 浅析,顾明亮，杜阳飇，孔咏思，,31-80,78,10,2013-07-16,www.xxxxx.com
12706,97557353,xxx has facilitated yyy,顾明亮，,728-742,369,12,1990-07-07,www.xxxxx.com
12707,46854266,论 xxxxx 在 xxxxx 中的应用,顾明亮，秦光耀，,930-975,475,8,2015-12-05,www.xxxxx.com
12708,70754113,xxx 在 zzz 时促进了 yyy,顾明亮，程宜年，郑泰华，,917-924,404,10,1993-09-21,www.xxxxx.com
12709,21626833,xxx 在 zzz 时促进了 yyy,顾明亮，孔咏思，周幻丝，冯彭丹，,263-296,391,3,2008-03-15,www.xxxxx.com
12710,54663096,xxxxx 浅析,顾明亮，,776-814,634,9,2011-09-02,www.xxxxx.com
12711,58698718,xxxxx 刍议,顾明亮，吕锦文，杨文康，,266-292,880,11,1997-01-20,www.xxxxx.com
12712,59785575,论 xxxxx 在 xxxxx 中的应用,顾明亮，戴泰初，陆项禹，吕锦文，,732-739,669,4,2005-07-25,www.xxxxx.com
12713,08338582,xxx has facilitated yyy,顾明亮，廖阳炎，龙俊发，,445-480,211,8,2006-08-07,www.xxxxx.com
12714,19163613,xxxxx 刍议,顾明亮，魏睿慈，,156-177,688,10,2009-12-11,www.xxxxx.com
12715,68630103,xxxx 对 yyy 有重大影响,顾明亮，阎瀚玥，,669-672,730,12,2008-12-07,www.xxxxx.com
12716,23953375,xxx 在 zzz 时促进了 yyy,顾明亮，,270-298,62,10,2000-06-06,www.xxxxx.com
12717,54663096,xxxx 对 yyy 有重大影响,顾明亮，阎秋怡，田坚成，,962-996,234,1,2012-09-19,www.xxxxx.com
12718,12183892,论 xxxx,顾明亮，熊文虹，,436-474,673,8,1997-07-12,www.xxxxx.com
12719,25504359,xxxxx 浅析,顾明亮，吕宜春，,9-37,94,7,1990-06-27,www.xxxxx.com
12720,54663096,xxx has facilitated yyy,黎乐和，魏翰墨，吕苏弥，顾欣荣，,292-314,733,12,1990-01-25,www.xxxxx.com
12721,57060012,xxx improves yyy,黎乐和，毛良骥，傅思远，文国琴，,328-339,953,9,1999-03-02,www.xxxxx.com
12722,54663096,论 xxxx,黎乐和，傅弘义，钱囡囡，薛嘉祥，,692-721,468,11,2023-11-02,www.xxxxx.com
12723,25504359,论 xxxx,黎乐和，,701-714,136,6,2003-06-11,www.xxxxx.com
12724,23176989,xxx improves yyy,黎乐和，,635-676,14,3,1991-12-23,www.xxxxx.com
12725,66914660,xxxxx 浅析,黎乐和，冯晏如，郭晓亦，常寒凝，,48-84,596,3,1994-10-17,www.xxxxx.com
12726,07473169,xxxx 对 yyy 有重大影响,黎乐和，邓艳霞，彭桂枫，武司晨，,646-693,222,4,2000-01-10,www.xxxxx.com
12727,93221432,xxxx 对 yyy 有重大影响,黎乐和，薛嘉祥，文国琴，姚妙菡，,725-740,103,5,1997-05-13,www.xxxxx.com
12728,66041915,xxxxx 刍议,黎乐和，赖语风，余音韵，高紫山，,885-916,326,5,2020-02-08,www.xxxxx.com
12729,21626833,论 xxxxx 在 xxxxx 中的应用,黎乐和，孔翔宇，苏嘉实，侯依辰，,106-118,239,2,2013-12-01,www.xxxxx.com
12730,43545801,论 xxxx,黎乐和，苏怜梦，蒋才艺，傅方雅，,359-409,876,4,2017-01-15,www.xxxxx.com
12731,08338582,论 xxxxx 在 xxxxx 中的应用,黎乐和，,749-755,737,9,2015-01-27,www.xxxxx.com
12732,19012303,xxx has facilitated yyy,黎乐和，朱慧艳，程鹏运，,644-665,106,10,2015-06-23,www.xxxxx.com
12733,64932775,xxxxx 刍议,黎乐和，,36-53,370,1,1996-12-09,www.xxxxx.com
12734,45683228,论 xxxxx 在 xxxxx 中的应用,黎乐和，,745-748,549,2,1993-01-17,www.xxxxx.com
12735,07473169,论 xxxxx 在 xxxxx 中的应用,黎乐和，萧白易，易温文，顾彬炳，,335-374,678,8,1991-08-07,www.xxxxx.com
12736,46854266,xxxxx 小议,黎乐和，,645-692,851,2,2013-06-11,www.xxxxx.com
12737,45500799,xxx improves yyy,黎乐和，孔子安，傅方雅，卢博延，,456-499,60,5,2000-11-10,www.xxxxx.com
12738,99917471,xxx 在 zzz 时促进了 yyy,黎乐和，赵斌蔚，,978-1012,854,6,1995-10-05,www.xxxxx.com
12739,45683228,xxxx 对 yyy 有重大影响,黎乐和，冯晏如，尹弘致，,328-366,522,4,2005-10-20,www.xxxxx.com
12740,86310410,xxx 在 zzz 时促进了 yyy,黎乐和，武和通，潘晴美，易温文，,157-178,635,8,1991-07-17,www.xxxxx.com
12741,58698718,xxxxx 刍议,黎乐和，,733-746,453,2,2022-06-21,www.xxxxx.com
12742,68630103,论 xxxx,黎乐和，金子怡，龙宛凝，高紫山，,366-401,107,1,1995-09-14,www.xxxxx.com
12743,54663096,xxx has facilitated yyy,黎乐和，邓艳霞，冯祺然，马建明，,345-388,751,2,1994-06-03,www.xxxxx.com
12744,67624666,xxx 在 zzz 时促进了 yyy,黎乐和，,412-452,183,9,2016-03-02,www.xxxxx.com
12745,66041915,xxxxx 浅析,黎乐和，郑俊捷，蒋南晴，,760-782,19,11,2012-05-20,www.xxxxx.com
12746,23953375,xxx has facilitated yyy,黎乐和，薛书芹，邓会欣，,227-259,571,1,2003-02-23,www.xxxxx.com
12747,54663096,xxx improves yyy,黎乐和，蒋秀琴，彭桂枫，,942-980,731,8,2008-09-14,www.xxxxx.com
12748,12183892,xxx 在 zzz 时促进了 yyy,黎乐和，史歌韵，卢芮丽，,582-613,807,6,2016-10-11,www.xxxxx.com
12749,85118632,xxxxx 刍议,黎乐和，,770-797,535,2,1994-09-22,www.xxxxx.com
12750,99612153,论 xxxx,黎乐和，钟凌春，孔冷菱，周志专，,456-480,314,1,2015-08-08,www.xxxxx.com
12751,97557353,xxxxx 小议,黎乐和，,106-130,34,3,1996-06-22,www.xxxxx.com
12752,19163613,xxx 在 zzz 时促进了 yyy,黎乐和，常翠萍，,958-1007,347,5,2000-01-06,www.xxxxx.com
12753,64590580,xxx has facilitated yyy,黎乐和，尹弘致，崔天荷，,682-695,359,1,2020-09-23,www.xxxxx.com
12754,70754113,xxxxx 浅析,黎乐和，,77-112,135,6,2017-05-01,www.xxxxx.com
12755,86310410,xxxxx 小议,黎乐和，高星纬，,729-732,264,7,1996-11-17,www.xxxxx.com
12756,45500799,xxx 在 zzz 时促进了 yyy,黎乐和，方谷玉，文丹秋，,181-188,435,4,1992-12-06,www.xxxxx.com
12757,45683228,论 xxxx,黎乐和，汪太文，徐文曜，卢阳文，,835-879,967,4,2015-07-21,www.xxxxx.com
12758,99612153,xxxx 对 yyy 有重大影响,黎乐和，曾婉仪，龚嘉许，汪清妙，,721-765,168,9,2022-01-28,www.xxxxx.com
12759,70754113,xxxx 对 yyy 有重大影响,黎乐和，,914-930,777,10,2011-03-28,www.xxxxx.com
12760,58698718,xxxxx 刍议,顾嘉颖，崔锐逸，,265-291,173,2,2014-03-12,www.xxxxx.com
12761,26988107,xxxx 对 yyy 有重大影响,顾嘉颖，,903-934,970,3,2019-08-27,www.xxxxx.com
12762,86310410,论 xxxx,顾嘉颖，胡承宣，,742-751,437,9,2020-08-14,www.xxxxx.com
12763,43545801,论 xxxxx 在 xxxxx 中的应用,顾嘉颖，,293-317,44,12,2014-01-21,www.xxxxx.com
12764,97557353,xxxxx 小议,顾嘉颖，谢姣丽，,684-714,504,4,2001-01-05,www.xxxxx.com
12765,93221432,论 xxxx,顾嘉颖，段诗双，文国琴，陈高翰，,232-251,664,12,2000-01-12,www.xxxxx.com
12766,74407979,xxx 在 zzz 时促进了 yyy,顾嘉颖，孔悠柔，,2-6,898,11,2022-07-27,www.xxxxx.com
12767,62519347,xxxx 对 yyy 有重大影响,顾嘉颖，,162-175,223,1,2019-10-23,www.xxxxx.com
12768,43545801,论 xxxxx 在 xxxxx 中的应用,顾嘉颖，丁锐达，马建明，,720-757,177,3,2001-01-14,www.xxxxx.com
12769,66914660,xxx has facilitated yyy,顾嘉颖，朱力夫，郭晓亦，,113-146,764,8,2023-07-18,www.xxxxx.com
12770,45500799,xxx has facilitated yyy,顾嘉颖，龙野云，,270-280,700,12,1993-04-12,www.xxxxx.com
12771,54663096,xxxx 对 yyy 有重大影响,顾嘉颖，贾弘雅，,493-504,336,3,2020-08-02,www.xxxxx.com
12772,23176989,xxx has facilitated yyy,顾嘉颖，,215-237,216,3,2023-04-18,www.xxxxx.com
12773,25504359,xxxxx 刍议,顾嘉颖，徐文曜，陆博达，,276-298,549,3,1996-12-15,www.xxxxx.com
12774,96015863,xxx has facilitated yyy,顾嘉颖，潘津文，段诗双，廖阳炎，,161-166,18,3,2013-10-26,www.xxxxx.com
12775,68630103,论 xxxxx 在 xxxxx 中的应用,顾嘉颖，吕苏弥，黎乐和，叶英达，,743-747,174,4,2015-12-21,www.xxxxx.com
12776,62519347,xxxx 对 yyy 有重大影响,顾嘉颖，常嘉赐，曹臻晰，方阳伯，,479-514,797,11,1994-02-05,www.xxxxx.com
12777,54663096,论 xxxxx 在 xxxxx 中的应用,顾嘉颖，龚奇胜，张乐成，魏合乐，,552-567,990,6,1995-05-08,www.xxxxx.com
12778,70754113,xxx 在 zzz 时促进了 yyy,顾嘉颖，钱承志，廖心思，许向珊，,763-768,277,11,2003-11-06,www.xxxxx.com
12779,46854266,论 xxxx,顾嘉颖，,928-953,751,11,2022-03-24,www.xxxxx.com
12780,97557353,xxx improves yyy,顾嘉颖，白心宜，龚嘉许，,629-656,900,8,1991-04-12,www.xxxxx.com
12781,33536340,xxxxx 浅析,顾嘉颖，,433-439,675,3,2004-04-09,www.xxxxx.com
12782,64932775,xxxxx 刍议,顾嘉颖，许兴学，,763-789,20,12,1993-06-23,www.xxxxx.com
12783,85118632,xxxxx 浅析,顾嘉颖，,877-882,69,4,1990-12-10,www.xxxxx.com
12784,33536340,论 xxxx,顾嘉颖，,690-729,314,10,2002-11-22,www.xxxxx.com
12785,74407979,xxxxx 刍议,顾嘉颖，黄莞尔，唐子凡，,530-576,271,8,2004-02-22,www.xxxxx.com
12786,58698718,xxxx 对 yyy 有重大影响,顾嘉颖，王谷南，易幼翠，,702-733,375,11,2011-04-16,www.xxxxx.com
12787,99917471,xxxxx 浅析,顾嘉颖，,812-847,97,7,1992-04-21,www.xxxxx.com
12788,46854266,xxxxx 浅析,顾嘉颖，林华琳，,588-593,941,1,2018-10-10,www.xxxxx.com
12789,07473169,论 xxxxx 在 xxxxx 中的应用,顾嘉颖，常嘉赐，邵英悟，,264-287,393,7,2015-04-03,www.xxxxx.com
12790,85118632,xxx has facilitated yyy,顾嘉颖，任明熙，宋暄妍，,184-206,406,6,2001-10-06,www.xxxxx.com
12791,43545801,xxx has facilitated yyy,顾嘉颖，孔翔宇，,763-778,844,6,2023-01-08,www.xxxxx.com
12792,43545801,xxx 在 zzz 时促进了 yyy,顾嘉颖，蔡冰巧，,192-233,975,1,2003-03-18,www.xxxxx.com
12793,54663096,xxxxx 浅析,顾嘉颖，,663-690,268,10,2000-08-14,www.xxxxx.com
12794,77255062,xxx improves yyy,顾嘉颖，,641-690,745,8,2002-07-16,www.xxxxx.com
12795,62519347,论 xxxx,顾嘉颖，,275-293,248,4,2022-01-26,www.xxxxx.com
