isbn,title,author,publisher,publish_year,place_published,picture,link
26598811,xxxxx 刍议,马建明,北京外国语大学出版社,2021-08-21,长春,,www.xxxxx.com
31128753,xxxx 对 yyy 有重大影响,马建明,北京语言大学出版社,2004-06-01,长沙,,www.xxxxx.com
81458002,论 xxxx,马建明,北京印刷学院出版社,1999-09-14,上海,,www.xxxxx.com
39563317,xxx has facilitated yyy,马建明,河北农业大学出版社,2005-12-13,昆明,,www.xxxxx.com
41265946,xxxxx 刍议,马建明,人民音乐出版社,2023-05-10,昆明,,www.xxxxx.com
98168215,xxxxx 刍议,马建明,南京农业大学出版社,2001-10-19,长沙,,www.xxxxx.com
05544840,xxxx 对 yyy 有重大影响,马建明,人民教育出版社,2018-05-11,合肥,,www.xxxxx.com
48127008,xxxxx 浅析,马建明,北京科技大学出版社,2007-05-04,天津,,www.xxxxx.com
73131632,xxxxx 刍议,马建明,河北农业大学出版社,2016-01-21,上海,,www.xxxxx.com
44371666,论 xxxxx 在 xxxxx 中的应用,马建明,北京电子科技学院出版社,2022-05-18,海口,,www.xxxxx.com
49702476,xxx 在 zzz 时促进了 yyy,马建明,北京理工大学出版社,2013-01-26,郑州,,www.xxxxx.com
75497492,论 xxxxx 在 xxxxx 中的应用,马建明,河北科技大学出版社,2010-11-10,广州,,www.xxxxx.com
67657024,论 xxxx,马建明,商务印书馆,1995-12-26,重庆,,www.xxxxx.com
06174485,xxxxx 刍议,马建明,北京邮电大学出版社,2022-06-08,合肥,,www.xxxxx.com
22734663,xxxxx 刍议,马建明,北京理工大学出版社,2001-09-21,武汉,,www.xxxxx.com
52715491,xxx improves yyy,马建明,清华大学出版社,2008-03-12,福州,,www.xxxxx.com
15896269,xxxxx 小议,马建明,北京语言大学出版社,1997-02-21,青岛,,www.xxxxx.com
20426209,xxxxx 浅析,段乐成,北京师范大学出版社,2022-11-27,上海,,www.xxxxx.com
19840493,论 xxxxx 在 xxxxx 中的应用,段乐成,北京电子科技学院出版社,2015-02-03,上海,,www.xxxxx.com
48534373,xxxxx 浅析,段乐成,河北医科大学出版社人民文学出版社,2022-01-18,贵阳,,www.xxxxx.com
93832057,论 xxxx,段乐成,河北农业大学出版社,2007-10-16,太原,,www.xxxxx.com
16475801,xxxxx 小议,段乐成,北京外国语大学出版社,2017-01-08,西宁,,www.xxxxx.com
04873444,xxxxx 小议,段乐成,北京航空航天大学出版社,1999-06-24,武汉,,www.xxxxx.com
01213738,xxxxx 刍议,段乐成,河北人民出版社,2015-06-22,武汉,,www.xxxxx.com
69379913,xxxxx 小议,段乐成,南京理工大学出版社,2022-08-09,杭州,,www.xxxxx.com
19444866,xxxx 对 yyy 有重大影响,段乐成,北京理工大学出版社,1995-06-22,天津,,www.xxxxx.com
03289519,论 xxxx,段乐成,商务印书馆,2007-07-18,南京,,www.xxxxx.com
93414110,xxxx 对 yyy 有重大影响,段乐成,北京电子科技学院出版社,2021-04-02,南昌,,www.xxxxx.com
41600784,xxx improves yyy,段乐成,北京电子科技学院出版社,2000-08-13,厦门,,www.xxxxx.com
43452016,xxxxx 浅析,段乐成,清华大学出版社,2011-02-11,厦门,,www.xxxxx.com
78125027,论 xxxxx 在 xxxxx 中的应用,段乐成,南京农业大学出版社,1990-03-28,郑州,,www.xxxxx.com
30089470,xxx has facilitated yyy,段乐成,南京理工大学出版社,1999-02-11,广州,,www.xxxxx.com
34013603,xxxxx 刍议,段乐成,河北医科大学出版社人民文学出版社,2021-12-06,武汉,,www.xxxxx.com
24231532,xxx has facilitated yyy,段乐成,河北农业大学出版社,2019-09-15,哈尔滨,,www.xxxxx.com
18382681,xxx improves yyy,段乐成,人民美术出版社,1994-12-09,深圳,,www.xxxxx.com
63809541,xxx 在 zzz 时促进了 yyy,段乐成,苏州大学出版社,2005-04-28,青岛,,www.xxxxx.com
84548768,论 xxxxx 在 xxxxx 中的应用,段乐成,北京语言大学出版社,1993-12-26,苏州,,www.xxxxx.com
54193630,xxx 在 zzz 时促进了 yyy,田坚成,北京邮电大学出版社,2023-03-20,北京,,www.xxxxx.com
48278284,xxxx 对 yyy 有重大影响,田坚成,清华大学出版社,2011-05-20,青岛,,www.xxxxx.com
93731884,xxx has facilitated yyy,田坚成,清华大学出版社,2013-10-10,贵阳,,www.xxxxx.com
94777444,xxx 在 zzz 时促进了 yyy,田坚成,商务印书馆,2015-12-20,昆明,,www.xxxxx.com
69059225,xxxx 对 yyy 有重大影响,田坚成,北京师范大学出版社,1997-05-13,沈阳,,www.xxxxx.com
90975045,论 xxxxx 在 xxxxx 中的应用,田坚成,商务印书馆,2016-10-12,苏州,,www.xxxxx.com
24157728,xxxxx 小议,田坚成,商务印书馆,2016-10-19,郑州,,www.xxxxx.com
73367089,xxxxx 浅析,田坚成,南京农业大学出版社,1996-03-11,大连,,www.xxxxx.com
32352616,xxxxx 刍议,田坚成,人民邮电出版社,2022-03-22,沈阳,,www.xxxxx.com
34822905,xxx 在 zzz 时促进了 yyy,田坚成,北京科技大学出版社,2023-01-15,杭州,,www.xxxxx.com
89984511,xxxxx 小议,田坚成,北京大学出版社,1991-02-13,南京,,www.xxxxx.com
28763636,论 xxxx,田坚成,人民美术出版社,2017-04-25,贵阳,,www.xxxxx.com
95023602,xxxxx 刍议,田坚成,清华大学出版社,1999-09-05,成都,,www.xxxxx.com
37970370,xxxx 对 yyy 有重大影响,田坚成,北京电子科技学院出版社,2016-03-24,郑州,,www.xxxxx.com
03588785,论 xxxxx 在 xxxxx 中的应用,田坚成,人民教育出版社,2001-03-25,重庆,,www.xxxxx.com
89010690,论 xxxx,田坚成,人民美术出版社,2017-01-13,贵阳,,www.xxxxx.com
53455728,xxx 在 zzz 时促进了 yyy,田坚成,南京农业大学出版社,2007-03-04,厦门,,www.xxxxx.com
44196445,xxxxx 刍议,田坚成,北京航空航天大学出版社,1993-07-17,杭州,,www.xxxxx.com
77893500,论 xxxxx 在 xxxxx 中的应用,田坚成,河北科技大学出版社,2010-10-18,杭州,,www.xxxxx.com
74215212,xxxxx 刍议,田坚成,北京理工大学出版社,2012-04-14,深圳,,www.xxxxx.com
50762174,xxxxx 浅析,刘博雅,河北科技大学出版社,2019-09-10,福州,,www.xxxxx.com
71638519,xxx 在 zzz 时促进了 yyy,刘博雅,苏州大学出版社,1994-08-20,深圳,,www.xxxxx.com
49478089,论 xxxxx 在 xxxxx 中的应用,刘博雅,北京电子科技学院出版社,1993-02-09,石家庄,,www.xxxxx.com
24743712,xxxxx 小议,刘博雅,南京农业大学出版社,2017-09-07,青岛,,www.xxxxx.com
98346847,xxx improves yyy,刘博雅,北京外国语大学出版社,2009-09-19,深圳,,www.xxxxx.com
12317221,xxx has facilitated yyy,刘博雅,人民美术出版社,2006-03-18,贵阳,,www.xxxxx.com
24888067,xxxxx 刍议,刘博雅,河北师范大学出版社,2013-07-27,杭州,,www.xxxxx.com
69036542,xxx improves yyy,刘博雅,北京科技大学出版社,1996-08-17,武汉,,www.xxxxx.com
20629077,xxxx 对 yyy 有重大影响,刘博雅,北京体育大学出版社,2009-01-02,大连,,www.xxxxx.com
72131893,xxxxx 小议,刘博雅,北京航空航天大学出版社,2008-02-01,南昌,,www.xxxxx.com
93378113,xxx 在 zzz 时促进了 yyy,刘博雅,清华大学出版社,2004-05-23,沈阳,,www.xxxxx.com
87072785,xxx has facilitated yyy,刘博雅,商务印书馆,2003-03-26,上海,,www.xxxxx.com
11293236,xxxxx 浅析,刘博雅,南京大学出版社,2022-05-20,合肥,,www.xxxxx.com
74777811,xxxxx 刍议,刘博雅,河北人民出版社,1990-08-07,石家庄,,www.xxxxx.com
74274926,xxx improves yyy,刘博雅,河北人民出版社,2004-03-22,南京,,www.xxxxx.com
63079867,xxxxx 刍议,刘博雅,人民邮电出版社,2005-05-07,沈阳,,www.xxxxx.com
27979470,xxx improves yyy,刘博雅,人民美术出版社,2020-02-03,西安,,www.xxxxx.com
04472494,论 xxxxx 在 xxxxx 中的应用,刘博雅,北京理工大学出版社,2013-12-23,广州,,www.xxxxx.com
25739916,xxxxx 刍议,刘博雅,北京电子科技学院出版社,1996-02-16,南宁,,www.xxxxx.com
81552306,xxxxx 浅析,刘博雅,河北农业大学出版社,2004-09-03,青岛,,www.xxxxx.com
51905543,论 xxxx,白峻熙,北京理工大学出版社,2003-05-25,太原,,www.xxxxx.com
67405662,xxxxx 浅析,白峻熙,北京航空航天大学出版社,2006-10-02,武汉,,www.xxxxx.com
26288185,xxxxx 浅析,白峻熙,人民音乐出版社,2002-04-11,沈阳,,www.xxxxx.com
34764086,xxxxx 刍议,白峻熙,清华大学出版社,2021-08-24,天津,,www.xxxxx.com
01334908,xxxxx 浅析,白峻熙,人民教育出版社,1994-06-17,苏州,,www.xxxxx.com
64854122,xxxxx 刍议,白峻熙,南京理工大学出版社,2006-04-06,合肥,,www.xxxxx.com
23345915,xxx 在 zzz 时促进了 yyy,白峻熙,北京外国语大学出版社,2013-06-21,郑州,,www.xxxxx.com
56246019,xxxxx 小议,白峻熙,苏州大学出版社,1995-01-11,贵阳,,www.xxxxx.com
26038608,xxxxx 浅析,白峻熙,河北师范大学出版社,2010-06-13,合肥,,www.xxxxx.com
79657653,xxx 在 zzz 时促进了 yyy,白峻熙,河北人民出版社,1993-02-17,太原,,www.xxxxx.com
70649459,xxx has facilitated yyy,白峻熙,苏州大学出版社,2010-10-25,昆明,,www.xxxxx.com
51472207,论 xxxx,白峻熙,北京邮电大学出版社,2007-01-03,哈尔滨,,www.xxxxx.com
71078977,xxx has facilitated yyy,白峻熙,人民音乐出版社,2004-03-18,长沙,,www.xxxxx.com
80711259,xxxxx 刍议,白峻熙,河北医科大学出版社人民文学出版社,2013-10-26,西宁,,www.xxxxx.com
04861302,xxxxx 刍议,白峻熙,人民音乐出版社,1995-04-25,郑州,,www.xxxxx.com
56001179,xxx improves yyy,白峻熙,河北科技大学出版社,2021-06-20,长沙,,www.xxxxx.com
61954442,xxxxx 刍议,白峻熙,北京理工大学出版社,2020-06-07,深圳,,www.xxxxx.com
07353736,论 xxxx,白峻熙,北京电子科技学院出版社,2016-06-20,昆明,,www.xxxxx.com
48806186,xxxxx 浅析,白峻熙,北京航空航天大学出版社,2021-12-16,南昌,,www.xxxxx.com
33824264,xxxxx 小议,白峻熙,商务印书馆,2016-08-12,济南,,www.xxxxx.com
77345569,xxxx 对 yyy 有重大影响,冯祺然,北京航空航天大学出版社,2016-05-11,郑州,,www.xxxxx.com
54008416,论 xxxxx 在 xxxxx 中的应用,冯祺然,北京大学出版社,1995-08-06,南宁,,www.xxxxx.com
78545287,xxx improves yyy,冯祺然,河北医科大学出版社人民文学出版社,2008-03-19,石家庄,,www.xxxxx.com
31318881,xxxx 对 yyy 有重大影响,冯祺然,北京大学出版社,1993-08-11,南宁,,www.xxxxx.com
47950914,xxxxx 浅析,冯祺然,商务印书馆,1999-05-27,天津,,www.xxxxx.com
32945139,论 xxxx,冯祺然,清华大学出版社,2013-02-25,苏州,,www.xxxxx.com
81374565,论 xxxx,冯祺然,北京大学出版社,1997-09-09,广州,,www.xxxxx.com
85325559,xxxxx 浅析,冯祺然,商务印书馆,2016-12-08,南宁,,www.xxxxx.com
59138314,xxx 在 zzz 时促进了 yyy,冯祺然,南京航空航天大学出版社,2016-11-28,南昌,,www.xxxxx.com
64376609,xxx 在 zzz 时促进了 yyy,冯祺然,商务印书馆,2013-10-28,武汉,,www.xxxxx.com
54354684,xxx improves yyy,冯祺然,河北师范大学出版社,2019-09-27,沈阳,,www.xxxxx.com
94957990,xxxxx 浅析,冯祺然,北京印刷学院出版社,2014-06-08,青岛,,www.xxxxx.com
84820131,xxxxx 浅析,冯祺然,南京大学出版社,2000-01-27,兰州,,www.xxxxx.com
53940697,论 xxxx,冯祺然,北京印刷学院出版社,2020-06-02,合肥,,www.xxxxx.com
49641269,xxxxx 浅析,冯祺然,人民邮电出版社,2016-03-05,广州,,www.xxxxx.com
03279654,xxxxx 浅析,冯祺然,南京理工大学出版社,2023-12-19,北京,,www.xxxxx.com
69329407,xxxx 对 yyy 有重大影响,冯祺然,河北科技大学出版社,2010-06-05,长春,,www.xxxxx.com
31920562,xxxxx 刍议,冯祺然,北京大学出版社,2001-03-10,大连,,www.xxxxx.com
02154367,xxx 在 zzz 时促进了 yyy,冯祺然,河北农业大学出版社,2004-04-14,哈尔滨,,www.xxxxx.com
28754946,xxx has facilitated yyy,冯祺然,北京邮电大学出版社,2011-01-17,青岛,,www.xxxxx.com
28172742,xxx has facilitated yyy,苏嘉实,苏州大学出版社,2004-05-05,青岛,,www.xxxxx.com
71514689,xxx 在 zzz 时促进了 yyy,苏嘉实,北京航空航天大学出版社,2003-06-05,厦门,,www.xxxxx.com
99555533,xxxxx 浅析,苏嘉实,南京农业大学出版社,2000-07-12,上海,,www.xxxxx.com
27747485,xxxxx 刍议,苏嘉实,北京师范大学出版社,1995-07-11,长春,,www.xxxxx.com
94557207,xxx improves yyy,苏嘉实,北京邮电大学出版社,2013-06-22,郑州,,www.xxxxx.com
13111235,xxx 在 zzz 时促进了 yyy,苏嘉实,南京大学出版社,2005-09-02,西安,,www.xxxxx.com
81535541,xxx 在 zzz 时促进了 yyy,苏嘉实,河北人民出版社,2023-02-08,西安,,www.xxxxx.com
84825760,xxxxx 刍议,苏嘉实,河北农业大学出版社,1991-02-18,太原,,www.xxxxx.com
75349984,xxxx 对 yyy 有重大影响,苏嘉实,北京外国语大学出版社,2020-09-10,苏州,,www.xxxxx.com
35834509,论 xxxx,苏嘉实,北京航空航天大学出版社,1990-01-15,广州,,www.xxxxx.com
35333238,论 xxxx,苏嘉实,人民邮电出版社,1998-09-13,深圳,,www.xxxxx.com
56435359,xxxxx 浅析,苏嘉实,北京师范大学出版社,2001-12-08,兰州,,www.xxxxx.com
38591885,xxxx 对 yyy 有重大影响,苏嘉实,南京大学出版社,1992-03-06,深圳,,www.xxxxx.com
46417572,xxxxx 刍议,苏嘉实,南京大学出版社,2017-03-14,石家庄,,www.xxxxx.com
06265248,xxxx 对 yyy 有重大影响,苏嘉实,北京电子科技学院出版社,2004-11-21,杭州,,www.xxxxx.com
66278604,xxxxx 刍议,苏嘉实,南京农业大学出版社,2023-01-11,南昌,,www.xxxxx.com
22566381,xxxxx 小议,苏嘉实,北京电子科技学院出版社,2011-11-08,郑州,,www.xxxxx.com
67201697,xxx has facilitated yyy,苏嘉实,河北农业大学出版社,2005-12-05,合肥,,www.xxxxx.com
58585171,xxxx 对 yyy 有重大影响,苏嘉实,北京电子科技学院出版社,2002-08-21,南宁,,www.xxxxx.com
11536642,xxxx 对 yyy 有重大影响,苏嘉实,南京大学出版社,2016-03-16,厦门,,www.xxxxx.com
24837529,xxxxx 小议,黄元良,河北师范大学出版社,1994-07-24,上海,,www.xxxxx.com
96681816,xxx has facilitated yyy,黄元良,清华大学出版社,2018-08-03,南昌,,www.xxxxx.com
39892312,xxxxx 刍议,黄元良,人民音乐出版社,2004-08-22,长春,,www.xxxxx.com
56235535,xxx 在 zzz 时促进了 yyy,黄元良,北京航空航天大学出版社,1995-07-11,广州,,www.xxxxx.com
64708960,xxxxx 小议,黄元良,北京科技大学出版社,2006-01-01,合肥,,www.xxxxx.com
93573159,论 xxxx,黄元良,商务印书馆,1990-07-05,郑州,,www.xxxxx.com
68006556,xxxxx 浅析,黄元良,人民邮电出版社,2001-01-05,郑州,,www.xxxxx.com
40382057,xxx 在 zzz 时促进了 yyy,黄元良,南京航空航天大学出版社,2000-03-12,上海,,www.xxxxx.com
27870328,xxxxx 浅析,黄元良,河北科技大学出版社,2007-07-05,哈尔滨,,www.xxxxx.com
23025614,论 xxxx,黄元良,北京航空航天大学出版社,2010-10-22,海口,,www.xxxxx.com
06278792,论 xxxxx 在 xxxxx 中的应用,黄元良,人民教育出版社,2016-08-26,天津,,www.xxxxx.com
39653503,论 xxxx,黄元良,北京外国语大学出版社,2014-03-23,南京,,www.xxxxx.com
01435715,xxx improves yyy,黄元良,南京大学出版社,2002-04-28,长春,,www.xxxxx.com
75973390,xxx 在 zzz 时促进了 yyy,黄元良,河北医科大学出版社人民文学出版社,2010-03-01,杭州,,www.xxxxx.com
52232059,xxx has facilitated yyy,黄元良,北京科技大学出版社,2005-02-04,海口,,www.xxxxx.com
85532104,论 xxxxx 在 xxxxx 中的应用,黄元良,北京体育大学出版社,1997-09-11,哈尔滨,,www.xxxxx.com
20596991,xxx 在 zzz 时促进了 yyy,黄元良,北京大学出版社,2014-07-14,苏州,,www.xxxxx.com
19455680,论 xxxx,黄元良,北京邮电大学出版社,2017-01-25,沈阳,,www.xxxxx.com
29871902,xxxxx 小议,黄元良,北京体育大学出版社,1993-08-14,天津,,www.xxxxx.com
78017234,xxxxx 浅析,黄元良,南京大学出版社,2010-02-03,天津,,www.xxxxx.com
04013788,xxx improves yyy,方锐立,北京印刷学院出版社,1998-12-13,昆明,,www.xxxxx.com
01269477,xxxxx 小议,方锐立,河北科技大学出版社,2001-09-20,济南,,www.xxxxx.com
13664623,论 xxxx,方锐立,北京航空航天大学出版社,2005-06-17,太原,,www.xxxxx.com
73659291,xxxx 对 yyy 有重大影响,方锐立,河北医科大学出版社人民文学出版社,2010-10-03,济南,,www.xxxxx.com
00397456,xxx 在 zzz 时促进了 yyy,方锐立,南京理工大学出版社,2006-10-07,上海,,www.xxxxx.com
53607816,xxxxx 刍议,方锐立,南京农业大学出版社,2023-09-03,武汉,,www.xxxxx.com
22323114,xxxxx 小议,方锐立,人民音乐出版社,2022-01-21,西宁,,www.xxxxx.com
37227311,论 xxxx,方锐立,商务印书馆,2021-07-21,沈阳,,www.xxxxx.com
76636437,xxxx 对 yyy 有重大影响,方锐立,北京大学出版社,1992-10-26,沈阳,,www.xxxxx.com
93968286,xxxxx 浅析,方锐立,北京科技大学出版社,2021-12-09,海口,,www.xxxxx.com
67369575,xxxxx 刍议,方锐立,北京科技大学出版社,2020-08-19,西宁,,www.xxxxx.com
92310819,xxx 在 zzz 时促进了 yyy,方锐立,南京大学出版社,1992-04-19,长沙,,www.xxxxx.com
65051297,xxxx 对 yyy 有重大影响,方锐立,河北医科大学出版社人民文学出版社,2022-12-22,西宁,,www.xxxxx.com
87619381,xxxxx 刍议,方锐立,清华大学出版社,2008-07-13,长春,,www.xxxxx.com
44735600,xxxxx 浅析,方锐立,清华大学出版社,2015-05-04,太原,,www.xxxxx.com
06222586,xxx 在 zzz 时促进了 yyy,方锐立,南京农业大学出版社,2006-01-02,沈阳,,www.xxxxx.com
66859042,xxx 在 zzz 时促进了 yyy,方锐立,北京语言大学出版社,2012-03-02,合肥,,www.xxxxx.com
17789519,xxx improves yyy,方锐立,北京理工大学出版社,2003-01-09,南宁,,www.xxxxx.com
29429490,xxx improves yyy,方锐立,北京体育大学出版社,2017-02-28,太原,,www.xxxxx.com
59556900,xxxx 对 yyy 有重大影响,方锐立,北京语言大学出版社,2012-08-09,济南,,www.xxxxx.com
13864146,xxxxx 小议,丁锐达,人民邮电出版社,2023-03-09,太原,,www.xxxxx.com
77958751,xxxxx 小议,丁锐达,人民邮电出版社,1997-05-14,兰州,,www.xxxxx.com
28424890,xxx improves yyy,丁锐达,北京体育大学出版社,2008-05-10,沈阳,,www.xxxxx.com
35334282,xxxxx 浅析,丁锐达,清华大学出版社,1995-12-10,济南,,www.xxxxx.com
80604045,论 xxxx,丁锐达,北京邮电大学出版社,1995-03-07,郑州,,www.xxxxx.com
31174673,xxxx 对 yyy 有重大影响,丁锐达,人民音乐出版社,2004-07-16,合肥,,www.xxxxx.com
90913813,xxxxx 浅析,丁锐达,南京航空航天大学出版社,2014-04-09,长沙,,www.xxxxx.com
41762393,论 xxxx,丁锐达,河北师范大学出版社,2007-05-15,太原,,www.xxxxx.com
21489718,论 xxxx,丁锐达,河北医科大学出版社人民文学出版社,2012-07-04,昆明,,www.xxxxx.com
87993828,论 xxxx,丁锐达,北京科技大学出版社,2023-09-15,重庆,,www.xxxxx.com
78867120,xxx improves yyy,丁锐达,北京师范大学出版社,1993-04-08,天津,,www.xxxxx.com
92511920,xxx has facilitated yyy,丁锐达,北京理工大学出版社,2003-10-18,长春,,www.xxxxx.com
02513248,xxxxx 浅析,丁锐达,河北科技大学出版社,1994-05-05,合肥,,www.xxxxx.com
82189912,xxxxx 浅析,丁锐达,人民教育出版社,1997-02-12,成都,,www.xxxxx.com
17505641,xxxx 对 yyy 有重大影响,丁锐达,河北师范大学出版社,2017-06-26,沈阳,,www.xxxxx.com
53577988,xxx has facilitated yyy,丁锐达,北京大学出版社,1991-08-27,上海,,www.xxxxx.com
26454469,xxx improves yyy,丁锐达,北京航空航天大学出版社,1998-08-21,长春,,www.xxxxx.com
24736661,xxx has facilitated yyy,丁锐达,清华大学出版社,2019-12-17,福州,,www.xxxxx.com
86418888,xxxxx 刍议,丁锐达,北京邮电大学出版社,2000-08-20,成都,,www.xxxxx.com
12966942,xxxx 对 yyy 有重大影响,丁锐达,南京农业大学出版社,1997-11-15,西安,,www.xxxxx.com
16620405,xxxxx 刍议,方阳伯,人民音乐出版社,2020-04-25,武汉,,www.xxxxx.com
26196163,xxx 在 zzz 时促进了 yyy,方阳伯,河北科技大学出版社,2015-08-14,深圳,,www.xxxxx.com
25782137,xxx has facilitated yyy,方阳伯,北京科技大学出版社,2006-02-23,兰州,,www.xxxxx.com
30302728,xxxxx 刍议,方阳伯,商务印书馆,2008-02-07,石家庄,,www.xxxxx.com
32907366,xxxxx 浅析,方阳伯,北京外国语大学出版社,2021-08-05,海口,,www.xxxxx.com
61457680,xxxxx 浅析,方阳伯,人民邮电出版社,2018-11-12,沈阳,,www.xxxxx.com
38997424,xxxxx 浅析,方阳伯,北京体育大学出版社,2013-12-14,海口,,www.xxxxx.com
02196680,xxxxx 浅析,方阳伯,北京邮电大学出版社,2006-12-05,长春,,www.xxxxx.com
82709594,xxxxx 浅析,方阳伯,河北人民出版社,2003-03-24,兰州,,www.xxxxx.com
44538814,论 xxxx,方阳伯,南京农业大学出版社,1994-05-25,武汉,,www.xxxxx.com
33028781,xxxx 对 yyy 有重大影响,方阳伯,南京理工大学出版社,2015-08-21,南昌,,www.xxxxx.com
85652139,xxx improves yyy,方阳伯,河北科技大学出版社,1990-12-20,青岛,,www.xxxxx.com
72828761,xxx 在 zzz 时促进了 yyy,方阳伯,人民美术出版社,2014-04-09,太原,,www.xxxxx.com
82150807,xxxxx 浅析,方阳伯,北京印刷学院出版社,2002-02-07,深圳,,www.xxxxx.com
42176326,论 xxxx,方阳伯,南京农业大学出版社,1999-07-25,广州,,www.xxxxx.com
21409983,xxx has facilitated yyy,方阳伯,河北师范大学出版社,2019-09-02,石家庄,,www.xxxxx.com
46804265,xxxxx 浅析,方阳伯,人民美术出版社,2009-07-13,兰州,,www.xxxxx.com
84379355,xxxxx 浅析,方阳伯,北京语言大学出版社,2009-07-02,广州,,www.xxxxx.com
57578525,xxx improves yyy,方阳伯,南京农业大学出版社,2013-04-23,沈阳,,www.xxxxx.com
03587873,论 xxxx,方阳伯,人民邮电出版社,1998-07-05,深圳,,www.xxxxx.com
72204483,xxxxx 刍议,邵英悟,河北工业大学出版社,1998-04-23,天津,,www.xxxxx.com
13338938,论 xxxx,邵英悟,河北人民出版社,2021-01-22,广州,,www.xxxxx.com
38415855,xxxxx 小议,邵英悟,南京大学出版社,1996-09-23,南昌,,www.xxxxx.com
06918280,xxx 在 zzz 时促进了 yyy,邵英悟,河北科技大学出版社,1999-05-03,深圳,,www.xxxxx.com
77081332,xxx has facilitated yyy,邵英悟,河北医科大学出版社人民文学出版社,2016-07-13,天津,,www.xxxxx.com
10546341,xxx has facilitated yyy,邵英悟,北京大学出版社,2005-07-05,成都,,www.xxxxx.com
06845754,论 xxxx,邵英悟,北京语言大学出版社,2002-12-17,南宁,,www.xxxxx.com
25429504,xxx 在 zzz 时促进了 yyy,邵英悟,南京农业大学出版社,2013-01-04,成都,,www.xxxxx.com
40024191,xxxxx 刍议,邵英悟,南京理工大学出版社,2006-03-18,广州,,www.xxxxx.com
04764498,xxx improves yyy,邵英悟,人民邮电出版社,1993-05-20,天津,,www.xxxxx.com
97276678,论 xxxx,邵英悟,河北人民出版社,2002-12-03,西宁,,www.xxxxx.com
89558971,论 xxxxx 在 xxxxx 中的应用,邵英悟,河北科技大学出版社,1996-05-05,郑州,,www.xxxxx.com
54491202,论 xxxx,邵英悟,人民美术出版社,1990-08-06,石家庄,,www.xxxxx.com
26661141,xxx has facilitated yyy,邵英悟,北京大学出版社,1999-05-27,成都,,www.xxxxx.com
23373081,xxxx 对 yyy 有重大影响,邵英悟,北京外国语大学出版社,2004-07-11,西安,,www.xxxxx.com
64738498,xxxxx 浅析,邵英悟,北京大学出版社,2022-04-01,武汉,,www.xxxxx.com
10379175,xxxx 对 yyy 有重大影响,邵英悟,河北农业大学出版社,1997-02-01,深圳,,www.xxxxx.com
81462556,xxxxx 小议,邵英悟,人民美术出版社,2022-06-26,太原,,www.xxxxx.com
61300956,论 xxxx,邵英悟,河北农业大学出版社,2012-01-27,郑州,,www.xxxxx.com
41056115,论 xxxxx 在 xxxxx 中的应用,邵英悟,北京师范大学出版社,2009-07-26,沈阳,,www.xxxxx.com
64264801,xxxxx 刍议,廖心思,人民美术出版社,2014-09-11,济南,,www.xxxxx.com
50412302,xxx 在 zzz 时促进了 yyy,廖心思,北京科技大学出版社,1992-04-19,武汉,,www.xxxxx.com
30930065,xxxx 对 yyy 有重大影响,廖心思,北京电子科技学院出版社,2009-12-24,昆明,,www.xxxxx.com
51882775,xxxxx 刍议,廖心思,北京外国语大学出版社,2023-10-12,福州,,www.xxxxx.com
65438444,xxxxx 小议,廖心思,苏州大学出版社,1992-05-11,重庆,,www.xxxxx.com
48617408,xxx 在 zzz 时促进了 yyy,廖心思,清华大学出版社,1996-08-04,西安,,www.xxxxx.com
05148782,论 xxxx,廖心思,河北工业大学出版社,2023-12-02,济南,,www.xxxxx.com
47079475,xxxxx 浅析,廖心思,人民邮电出版社,2012-10-05,重庆,,www.xxxxx.com
26411960,xxxxx 小议,廖心思,北京外国语大学出版社,2008-09-23,南京,,www.xxxxx.com
20355903,xxx has facilitated yyy,廖心思,商务印书馆,2023-07-04,哈尔滨,,www.xxxxx.com
36620331,论 xxxx,廖心思,北京师范大学出版社,1999-07-22,昆明,,www.xxxxx.com
77857110,xxxxx 浅析,廖心思,河北人民出版社,2017-05-26,昆明,,www.xxxxx.com
33379294,xxxxx 浅析,廖心思,北京电子科技学院出版社,1997-12-07,昆明,,www.xxxxx.com
74338553,xxxxx 刍议,廖心思,北京语言大学出版社,1996-05-05,太原,,www.xxxxx.com
87053621,xxxxx 浅析,廖心思,北京邮电大学出版社,1994-05-21,哈尔滨,,www.xxxxx.com
39526502,xxxx 对 yyy 有重大影响,廖心思,南京航空航天大学出版社,2009-05-18,合肥,,www.xxxxx.com
04396804,xxxxx 浅析,廖心思,清华大学出版社,2018-01-02,西宁,,www.xxxxx.com
07357072,xxxxx 浅析,廖心思,北京印刷学院出版社,2012-03-26,贵阳,,www.xxxxx.com
41941780,论 xxxx,廖心思,河北师范大学出版社,1990-03-23,济南,,www.xxxxx.com
66842157,论 xxxxx 在 xxxxx 中的应用,廖心思,河北工业大学出版社,2005-09-09,天津,,www.xxxxx.com
52870802,xxx improves yyy,卢阳文,南京航空航天大学出版社,1999-04-04,长沙,,www.xxxxx.com
36389451,xxx improves yyy,卢阳文,河北科技大学出版社,1990-03-28,青岛,,www.xxxxx.com
03723161,xxxx 对 yyy 有重大影响,卢阳文,河北科技大学出版社,2005-01-04,郑州,,www.xxxxx.com
33243236,xxxxx 刍议,卢阳文,河北师范大学出版社,2017-11-19,南昌,,www.xxxxx.com
